"","brand_tag"
"1130","레더"
"1131","테이퍼드핏"
"1132","비건패션"
"1133","오버핏"
"1134","레더"
"1135","미니멀"
"1136","데이트"
"1137","테이퍼드핏"
"1138","오버핏"
"1139","키높이"
"1140","데이트"
"1141","레더"
"1142","글로시"
"1143","모노톤"
"1144","데이트"
"1145","남친룩"
"1146","핀턱"
"1147","와이드핏"
"1148","오버핏"
"1149","미니멀"
"1150","레더"
"1151","워싱"
"1152","데이트"
"1153","올블랙"
"1154","체크"
"1155","핀턱"
"1156","레더"
"1157","키높이"
"1158","데이트"
"1159","스티치"
"1160","데이트"
"1161","남친룩"
"1162","체크"
"1163","레더"
"1164","오버핏"
"1165","워싱"
"1166","모노톤"
"1167","레더"
"1168","데이트"
"1169","와이드핏"
"1170","데이트"
"1171","미니멀"
"1172","레더"
"1173","남친룩"
"1174","와이드핏"
"1175","뉴트럴톤"
"1176","남친룩"
"1177","데이트"
"1178","모노톤"
"1179","아가일"
"1180","워싱"
"1181","레더"
"1182","남친룩"
"1183","데이트"
"1184","슬림핏"
"1185","스웨이드"
"1186","미니멀"
"1187","스트라이프"
"1188","데이트"
"1189","남친룩"
"1190","레더"
"1191","뉴트럴톤"
"1192","데이트"
"1193","남친룩"
"1194","레더"
"1195","와이드핏"
"1196","데이트"
"1197","남친룩"
"1198","레더"
"1199","컬러포인트"
"1200","오버핏"
"1201","스티치"
"1202","남친룩"
"1203","콜라보"
"1204","데이트"
"1205","로고플레이"
"1206","모노톤"
"1207","남친룩"
"1208","데이트"
"1209","모노톤"
"1210","와이드핏"
"1211","레더"
"1212","여행"
"1213","컬러포인트"
"1214","뉴트럴톤"
"1215","미니멀"
"1216","레더"
"1217","데이트"
"1218","컬러블록"
"1219","오버핏"
"1220","핀턱"
"1221","와이드핏"
"1222","레더"
"1223","데이트"
"1224","레더"
"1225","남친룩"
"1226","데이트"
"1227","오버핏"
"1228","아가일"
"1229","남친룩"
"1230","데이트"
"1231","테이퍼드핏"
"1232","화사한"
"1233","레더"
"1234","데이트"
"1235","남친룩"
"1236","와이드핏"
"1237","남친룩"
"1238","데이트"
"1239","레더"
"1240","슬림핏"
"1241","워싱"
"1242","미니멀"
"1243","데이트"
"1244","남친룩"
"1245","슬림핏"
"1246","체크"
"1247","뉴트럴톤"
"1248","남친룩"
"1249","데이트"
"1250","모노톤"
"1251","워싱"
"1252","레더"
"1253","데이트"
"1254","모노톤"
"1255","아가일"
"1256","레더"
"1257","남친룩"
"1258","데이트"
"1259","와이드핏"
"1260","모노톤"
"1261","스트라이프"
"1262","워싱"
"1263","레더"
"1264","남친룩"
"1265","데이트"
"1266","얼죽코"
"1267","와이드핏"
"1268","레더"
"1269","스트라이프"
"1270","뉴트럴톤"
"1271","체크"
"1272","핀턱"
"1273","데이트"
"1274","남친룩"
"1275","와이드핏"
"1276","워싱"
"1277","콜라보"
"1278","레더"
"1279","데이트"
"1280","스트라이프"
"1281","레더"
"1282","핀턱"
"1283","코듀로이"
"1284","와이드핏"
"1285","글로시"
"1286","데이트"
"1287","레더"
"1288","워싱"
"1289","오버핏"
"1290","데이트"
"1291","남친룩"
"1292","얼죽코"
"1293","데이트"
"1294","레더"
"1295","체크"
"1296","오버핏"
"1297","미니멀"
"1298","소개팅"
"1299","남친룩"
"1300","컬러블록"
"1301","워싱"
"1302","데이트"
"1303","레더"
"1304","남친룩"
"1305","체크"
"1306","슬릿"
"1307","데이트"
"1308","남친룩"
"1309","핀턱"
"1310","와이드핏"
"1311","레더"
"1312","뉴트럴톤"
"1313","스트라이프"
"1314","데이트"
"1315","레더"
"1316","모노톤"
"1317","퍼"
"1318","남친룩"
"1319","남친룩"
"1320","데이트"
"1321","스웨이드"
"1322","레터링"
"1323","스티치"
"1324","남친룩"
"1325","데이트"
"1326","레더"
"1327","스트라이프"
"1328","레더"
"1329","뉴트럴톤"
"1330","코듀로이"
"1331","남친룩"
"1332","데이트"
"1333","아가일"
"1334","레이어드룩"
"1335","레더"
"1336","모노톤"
"1337","와이드핏"
"1338","스웨이드"
"1339","데이트"
"1340","남친룩"
"1341","데이트"
"1342","모노톤"
"1343","와이드핏"
"1344","미니멀"
"1345","남친룩"
"1346","데이트"
"1347","테이퍼드핏"
"1348","얼죽코"
"1349","스티치"
"1350","오버핏"
"1351","헤링본"
"1352","슬림핏"
"1353","코듀로이"
"1354","스웨이드"
"1355","데이트"
"1356","뉴트럴톤"
"1357","하객"
"1358","레이어드룩"
"1359","와펜"
"1360","얼죽코"
"1361","코듀로이"
"1362","테이퍼드핏"
"1363","오버핏"
"1364","미니멀"
"1365","데이트"
"1366","레더"
"1367","레이어드룩"
"1368","와이드핏"
"1369","오버핏"
"1370","레더"
"1371","데이트"
"1372","미니멀"
"1373","하객"
"1374","얼죽코"
"1375","체크"
"1376","워싱"
"1377","남친룩"
"1378","데이트"
"1379","레더"
"1380","얼죽코"
"1381","모노톤"
"1382","데이트"
"1383","미니멀"
"1384","남친룩"
"1385","레더"
"1386","핀턱"
"1387","와이드핏"
"1388","와이드핏"
"1389","모노톤"
"1390","레더"
"1391","남친룩"
"1392","데이트"
"1393","뉴트럴톤"
"1394","핀턱"
"1395","그라데이션"
"1396","데이트"
"1397","남친룩"
"1398","얼죽코"
"1399","와이드핏"
"1400","레더"
"1401","스웨이드"
"1402","핀턱"
"1403","오버핏"
"1404","컬러블록"
"1405","얼죽코"
"1406","화사한"
"1407","데이트"
"1408","레더"
"1409","모노톤"
"1410","오버핏"
"1411","와이드핏"
"1412","레더"
"1413","데이트"
"1414","와이드핏"
"1415","오버핏"
"1416","레더"
"1417","스웨이드"
"1418","데이트"
"1419","올블랙"
"1420","명절"
"1421","벌룬핏"
"1422","카고"
"1423","레더"
"1424","스트라이프"
"1425","모노톤"
"1426","와이드핏"
"1427","남친룩"
"1428","미니멀"
"1429","얼죽코"
"1430","모노톤"
"1431","레더"
"1432","데이트"
"1433","남친룩"
"1434","워싱"
"1435","남친룩"
"1436","데이트"
"1437","레이어드룩"
"1438","레더"
"1439","남친룩"
"1440","데이트"
"1441","레터링"
"1442","테이퍼드핏"
"1443","레더"
"1444","남친룩"
"1445","데이트"
"1446","아가일"
"1447","체크"
"1448","슬림핏"
"1449","스티치"
"1450","핀턱"
"1451","남친룩"
"1452","데이트"
"1453","미니멀"
"1454","스웨이드"
"1455","스티치"
"1456","핀턱"
"1457","글로시"
"1458","코듀로이"
"1459","콜라보"
"1460","레더"
"1461","미니멀"
"1462","핀턱"
"1463","와이드핏"
"1464","데이트"
"1465","데이트"
"1466","남친룩"
"1467","레더"
"1468","체크"
"1469","와이드핏"
"1470","레이어드룩"
"1471","워싱"
"1472","파스텔"
"1473","남친룩"
"1474","데이트"
"1475","레더"
"1476","얼죽코"
"1477","남친룩"
"1478","데이트"
"1479","와이드핏"
"1480","뉴트럴톤"
"1481","빅카라"
"1482","스웨이드"
"1483","에코"
"1484","남친룩"
"1485","데이트"
"1486","여행"
"1487","레더"
"1488","미니멀"
"1489","로고플레이"
"1490","남친룩"
"1491","데이트"
"1492","스티치"
"1493","슬림핏"
"1494","비건패션"
"1495","미니멀"
"1496","데이트"
"1497","레더"
"1498","키높이"
"1499","파스텔"
"1500","레더"
"1501","뉴트럴톤"
"1502","데이트"
"1503","남친룩"
"1504","부츠컷"
"1505","얼죽코"
"1506","오버핏"
"1507","슬릿"
"1508","워싱"
"1509","레더"
"1510","데이트"
"1511","모노톤"
"1512","슬릿"
"1513","콜라보"
"1514","레더"
"1515","미니멀"
"1516","여행"
"1517","체크"
"1518","레더"
"1519","미니멀"
"1520","얼죽코"
"1521","데이트"
